conversion_id,click_id,campaign_id,customer_id,product_id,conversion_date,revenue
613,6936,49,3109,4,2025-10-10,185.04
614,6941,12,3409,5,2024-07-30,364.48
615,6945,47,604,4,2024-10-21,94.5
616,6970,10,5734,3,2025-12-10,196.08
617,6976,21,2725,4,2026-01-19,159.21
618,6978,3,4493,4,2025-12-13,98.32
619,6987,4,3206,3,2024-12-08,158.28
620,6999,1,5988,8,2025-04-14,1183.39
621,7022,28,1330,8,2025-05-15,415.87
622,7028,21,3394,4,2026-01-15,128.84
623,7038,11,4726,6,2024-09-27,114.31
624,7047,12,4583,5,2024-08-04,291.87
625,7053,16,321,2,2025-01-23,131.54
626,7054,37,3420,10,2025-01-07,151.37
627,7062,26,282,4,2025-11-03,99.39
628,7064,4,728,3,2025-01-30,145.16
629,7075,13,3827,9,2024-09-14,444.36
630,7082,38,4841,5,2025-11-22,219.98
631,7088,50,1757,5,2025-04-10,709.39
632,7094,8,4452,10,2025-07-25,55.72
633,7105,24,3067,9,2025-10-29,436.14
634,7127,7,4917,7,2026-06-08,26.31
635,7132,18,433,6,2025-04-15,111.36
636,7139,59,1642,7,2026-05-01,71.63
637,7163,7,1097,7,2026-06-06,92.08
638,7170,35,2584,10,2025-06-06,158.25
639,7174,14,5088,6,2024-11-19,85.0
640,7179,32,2912,9,2024-09-21,255.15
641,7196,58,3790,6,2025-05-30,184.84
642,7199,35,4017,10,2025-06-03,173.07
643,7216,39,2509,7,2024-11-29,98.47
644,7226,35,4997,10,2025-05-28,190.79
645,7228,18,1249,6,2025-04-09,50.79
646,7233,37,3749,10,2025-01-19,62.08
647,7243,29,715,7,2025-04-14,89.69
648,7251,47,3304,4,2024-10-09,189.02
649,7258,40,4376,6,2026-03-13,112.06
650,7266,60,2269,5,2025-04-30,259.83
651,7268,34,4080,8,2025-06-29,554.21
652,7269,9,1633,3,2024-09-18,133.09
653,7286,55,3987,7,2025-08-24,38.05
654,7292,6,2657,2,2025-02-05,130.88
655,7295,56,5408,1,2024-12-28,73.75
656,7301,6,4826,2,2025-02-20,116.78
657,7334,16,2617,2,2025-01-16,85.4
658,7335,45,5465,9,2026-05-07,319.93
659,7336,2,3078,10,2024-10-30,111.79
660,7361,43,1046,5,2026-01-19,522.77
661,7378,10,3083,3,2025-12-12,109.86
662,7382,22,1635,7,2024-10-19,45.84
663,7414,18,4090,6,2025-05-12,194.05
664,7433,46,5913,8,2025-01-12,324.85
665,7451,5,4572,2,2024-10-24,172.61
666,7466,41,1364,9,2026-01-26,558.82
667,7470,6,2524,2,2025-02-15,199.42
668,7474,58,914,6,2025-05-24,177.45
669,7481,26,272,4,2025-11-04,164.64
670,7491,55,5441,7,2025-08-09,62.41
671,7494,18,2449,6,2025-03-23,117.14
672,7501,50,5259,5,2025-03-31,770.73
673,7517,50,2984,5,2025-03-08,399.66
674,7519,55,5093,7,2025-08-01,25.27
675,7535,60,2382,5,2025-04-18,437.55
676,7566,17,36,1,2025-01-07,148.99
677,7582,47,2388,4,2024-10-04,186.79
678,7583,34,4555,8,2025-07-02,521.5
679,7605,17,2657,1,2024-12-02,107.29
680,7649,41,1366,9,2026-01-30,195.59
681,7671,37,1134,10,2025-01-26,197.24
682,7678,47,1159,4,2024-10-11,174.11
683,7682,9,268,3,2024-09-09,139.07
684,7683,36,1479,10,2025-03-18,81.36
685,7692,21,2795,4,2026-01-24,89.4
686,7710,58,1154,6,2025-05-06,74.44
687,7714,40,3332,6,2026-03-09,184.86
688,7717,57,3662,3,2024-11-25,58.25
689,7719,42,4750,3,2024-12-31,116.45
690,7730,16,4727,2,2025-01-24,143.07
691,7741,18,1269,6,2025-05-01,170.86
692,7769,41,1854,9,2026-02-01,417.08
693,7796,2,1650,10,2024-11-03,152.79
694,7808,29,1179,7,2025-05-15,119.3
695,7817,5,4955,2,2024-11-10,128.62
696,7845,52,4387,6,2025-03-02,58.49
697,7855,30,1556,10,2024-11-18,68.04
698,7871,34,2310,8,2025-06-26,1233.24
699,7896,24,2295,9,2025-11-11,536.94
700,7902,28,2899,8,2025-05-07,726.92
701,7919,24,2531,9,2025-11-06,233.35
702,7926,35,5599,10,2025-06-05,193.6
703,7931,19,2417,1,2025-05-15,94.36
704,7933,22,4364,7,2024-10-31,28.31
705,7962,19,5483,1,2025-05-07,98.73
706,7968,53,362,10,2026-05-11,91.48
707,7977,17,595,1,2024-12-17,169.38
708,7981,7,3034,7,2026-05-25,89.84
709,8019,52,3910,6,2025-03-08,67.72
710,8023,51,2335,3,2025-10-13,193.21
711,8027,15,5957,7,2026-04-27,44.99
712,8029,3,2770,4,2025-12-10,51.23
713,8041,29,2126,7,2025-04-22,44.68
714,8079,46,5285,8,2025-01-17,985.06
715,8108,40,978,6,2026-02-26,78.78
716,8136,20,5433,6,2025-05-20,197.89
717,8137,22,3085,7,2024-10-23,108.25
718,8160,15,4200,7,2026-04-24,72.77
719,8161,5,3522,2,2024-11-01,84.42
720,8162,33,2175,5,2026-02-19,498.41
721,8163,23,5392,10,2026-01-19,124.34
722,8178,50,2784,5,2025-04-07,473.92
723,8188,30,3104,10,2024-11-23,66.67
724,8193,6,3753,2,2025-01-16,107.83
725,8194,46,471,8,2025-01-06,932.3
726,8205,38,4531,5,2025-11-13,228.26
727,8206,35,5479,10,2025-06-01,158.61
728,8223,11,551,6,2024-08-30,196.39
729,8237,49,5873,4,2025-10-20,143.32
730,8243,24,4761,9,2025-10-06,194.05
731,8252,46,5288,8,2025-02-06,416.87
732,8263,43,4382,5,2026-01-24,668.65
733,8272,39,3660,7,2024-12-02,102.2
734,8286,44,1431,9,2025-01-04,500.96
735,8296,60,5552,5,2025-04-11,272.98
736,8319,24,5182,9,2025-11-08,311.0
737,8342,34,1111,8,2025-06-26,1161.12
738,8387,30,3212,10,2024-11-22,144.8
739,8395,41,324,9,2026-02-02,330.69
740,8427,27,3009,8,2024-10-31,878.76
741,8439,14,1598,6,2024-11-18,126.26
742,8455,24,2779,9,2025-11-11,381.35
743,8458,17,1139,1,2025-01-11,162.53
744,8473,53,2530,10,2026-05-13,99.79
745,8490,9,502,3,2024-09-04,172.66
746,8492,2,4353,10,2024-11-05,64.48
747,8496,52,5923,6,2025-03-17,119.4
748,8498,16,1073,2,2025-02-19,57.07
749,8507,17,2347,1,2025-01-06,154.84
750,8517,38,919,5,2025-11-12,583.73
751,8539,51,628,3,2025-09-18,171.57
752,8560,21,4486,4,2026-01-11,167.61
753,8573,37,5759,10,2025-01-02,108.0
754,8580,52,5120,6,2025-02-08,124.09
755,8594,45,203,9,2026-06-01,599.62
756,8608,31,4356,6,2025-01-26,95.39
757,8612,38,67,5,2025-11-22,577.65
758,8614,2,3483,10,2024-11-16,186.32
759,8617,53,1928,10,2026-05-13,122.61
760,8638,42,1255,3,2025-01-06,97.36
761,8655,19,4359,1,2025-04-24,166.57
762,8672,21,4253,4,2026-01-11,52.99
763,8691,6,4455,2,2025-02-25,195.2
764,8700,47,3663,4,2024-11-04,163.17
765,8706,55,1701,7,2025-08-23,86.36
766,8707,38,5720,5,2025-11-13,503.03
767,8733,4,4795,3,2025-01-20,164.22
768,8735,48,2041,10,2026-02-16,90.82
769,8745,57,629,3,2024-11-08,62.31
770,8749,9,2191,3,2024-08-28,69.94
771,8754,58,5833,6,2025-05-30,163.73
772,8775,56,2138,1,2024-12-25,149.8
773,8778,44,5899,9,2024-12-17,149.76
774,8781,57,5564,3,2024-11-07,56.66
775,8824,38,825,5,2025-11-21,776.59
776,8828,54,5595,5,2025-09-13,789.72
777,8837,42,769,3,2025-01-15,123.64
778,8843,50,355,5,2025-04-15,303.97
779,8853,53,2501,10,2026-05-17,157.89
780,8857,58,5671,6,2025-05-26,185.82
781,8860,10,129,3,2025-12-20,191.3
782,8874,45,4868,9,2026-05-09,139.63
783,8875,45,4666,9,2026-05-20,388.03
784,8880,47,3945,4,2024-10-28,74.71
785,8885,15,5438,7,2026-04-30,92.82
786,8893,32,1760,9,2024-09-30,512.69
787,8898,11,3341,6,2024-09-17,69.8
788,8900,53,531,10,2026-05-10,127.3
789,8907,7,1798,7,2026-06-01,110.46
790,8916,33,3089,5,2026-03-14,760.19
791,8925,46,4019,8,2025-02-08,988.14
792,8928,44,1856,9,2025-01-09,455.61
793,8935,19,4564,1,2025-04-08,57.37
794,8939,38,5988,5,2025-11-15,710.71
795,8959,19,4497,1,2025-04-23,133.25
796,8972,47,5551,4,2024-11-16,159.83
797,8976,23,1101,10,2026-01-17,139.87
798,8979,58,2345,6,2025-05-30,55.01
799,8982,49,163,4,2025-09-10,110.0
800,8986,27,211,8,2024-10-22,644.26
801,9014,8,2770,10,2025-07-19,102.58
802,9038,19,5092,1,2025-04-10,167.1
803,9039,7,1661,7,2026-05-25,37.16
804,9058,22,5571,7,2024-10-14,37.06
805,9059,36,4321,10,2025-03-27,178.66
806,9098,2,5238,10,2024-11-26,95.24
807,9105,36,412,10,2025-04-07,126.43
808,9109,49,2527,4,2025-10-23,171.38
809,9146,13,3264,9,2024-09-02,107.04
810,9160,39,4291,7,2024-12-13,35.79
811,9189,39,4577,7,2024-12-17,84.14
812,9190,22,3636,7,2024-10-30,99.76
813,9195,3,2430,4,2025-12-14,87.92
814,9203,24,3103,9,2025-10-31,358.68
815,9205,58,4984,6,2025-05-16,64.77
816,9209,5,3587,2,2024-10-19,65.44
817,9212,15,2427,7,2026-05-02,61.62
818,9220,26,1978,4,2025-11-04,153.05
819,9222,47,3951,4,2024-11-17,117.83
820,9232,20,243,6,2025-04-21,114.72
821,9236,26,5348,4,2025-11-02,64.66
822,9244,36,4366,10,2025-03-25,152.19
823,9246,20,4201,6,2025-05-12,190.78
824,9261,15,2332,7,2026-05-14,79.78
825,9283,7,5618,7,2026-05-24,66.37
826,9322,59,1649,7,2026-04-27,108.77
827,9340,9,1291,3,2024-09-06,84.56
828,9403,23,4453,10,2026-01-13,111.37
829,9404,45,3931,9,2026-04-29,150.39
830,9407,12,1487,5,2024-07-25,443.4
831,9410,11,55,6,2024-09-04,193.46
832,9431,13,3965,9,2024-09-09,553.99
833,9436,42,3919,3,2024-12-15,108.94
834,9440,44,1092,9,2025-01-05,274.51
835,9441,31,2980,6,2025-01-20,155.61
836,9451,35,5909,10,2025-05-27,57.37
837,9457,20,4740,6,2025-05-12,115.92
838,9469,15,646,7,2026-04-22,64.96
839,9478,44,4194,9,2025-01-05,158.94
840,9485,29,2930,7,2025-05-06,74.23
841,9488,45,4040,9,2026-05-30,428.78
842,9509,22,1851,7,2024-10-10,33.32
843,9524,55,3583,7,2025-07-22,64.77
844,9553,44,1543,9,2025-01-18,183.46
845,9555,20,2855,6,2025-05-16,161.81
846,9574,40,1608,6,2026-03-08,133.62
847,9593,9,4233,3,2024-09-11,59.74
848,9599,4,2844,3,2025-01-04,108.26
849,9600,12,1518,5,2024-07-25,269.85
850,9619,17,2819,1,2025-01-07,116.39
851,9630,33,4326,5,2026-01-28,273.67
852,9634,47,2008,4,2024-10-20,167.76
853,9652,7,2262,7,2026-06-02,115.47
854,9664,21,1955,4,2026-01-15,54.6
855,9665,20,911,6,2025-04-28,187.22
856,9670,36,482,10,2025-05-04,96.8
857,9677,55,5098,7,2025-07-22,22.66
858,9688,45,2610,9,2026-05-09,274.73
859,9692,31,4577,6,2025-01-28,184.53
860,9696,30,1949,10,2024-11-14,72.08
861,9702,33,498,5,2026-03-19,323.23
862,9722,13,3546,9,2024-09-06,595.14
863,9723,38,3915,5,2025-11-13,511.95
864,9741,46,1073,8,2025-01-14,685.2
865,9746,7,4447,7,2026-06-07,100.48
866,9749,44,4442,9,2024-12-30,453.1
867,9776,6,577,2,2025-01-17,76.74
868,9787,46,796,8,2025-02-06,1378.1
869,9827,41,1728,9,2026-01-26,241.5
870,9832,32,660,9,2024-10-14,326.37
871,9840,51,4628,3,2025-10-12,121.7
872,9869,50,4265,5,2025-04-15,629.5
873,9895,14,5119,6,2024-11-25,179.47
874,9911,56,2680,1,2024-12-18,144.95
875,9916,32,1873,9,2024-10-28,345.16
876,9923,58,4305,6,2025-05-31,61.26
877,9924,42,5232,3,2024-12-25,84.57
878,9931,41,280,9,2026-02-04,537.11
879,9944,44,1092,9,2024-12-05,576.66
880,9951,13,3860,9,2024-09-10,159.78
881,9954,29,73,7,2025-04-30,64.56
882,9967,26,964,4,2025-11-09,104.68
883,9981,25,445,9,2024-12-06,409.63
884,9982,56,4043,1,2024-12-21,139.26
885,9985,52,3011,6,2025-02-26,195.55
886,9987,7,3161,7,2026-05-31,69.82
887,10001,19,471,1,2025-04-15,88.8
888,10017,60,544,5,2025-04-13,639.69
889,10038,54,5463,5,2025-09-14,566.53
890,10040,24,158,9,2025-10-16,415.26
891,10041,31,4197,6,2025-01-27,53.13
892,10056,37,2926,10,2025-01-15,69.21
893,10081,27,1655,8,2024-11-03,426.71
894,10086,28,5923,8,2025-05-15,1335.05
895,10095,24,3285,9,2025-10-27,245.08
896,10100,40,5754,6,2026-03-14,182.5
897,10115,15,4929,7,2026-05-23,56.34
898,10117,56,3857,1,2024-12-20,158.96
899,10127,22,5800,7,2024-10-12,32.17
900,10130,16,3584,2,2025-03-12,79.74
901,10135,33,3772,5,2026-02-26,449.4
902,10136,31,5355,6,2025-01-29,65.2
903,10163,2,3624,10,2024-11-06,126.83
904,10173,34,3908,8,2025-07-03,1446.3
905,10188,27,1645,8,2024-10-25,723.98
906,10198,48,3866,10,2026-02-09,166.08
907,10218,36,3952,10,2025-03-24,138.58
908,10220,30,427,10,2024-11-28,151.61
909,10234,51,1797,3,2025-10-01,73.13
910,10263,45,4446,9,2026-04-16,545.17
911,10283,1,1702,8,2025-04-01,1190.62
912,10285,16,3673,2,2025-01-31,79.36
913,10299,41,2178,9,2026-02-03,281.07
914,10317,60,920,5,2025-04-30,442.24
915,10335,16,133,2,2025-02-15,178.08
916,10351,33,1823,5,2026-02-25,644.2
917,10359,44,5829,9,2024-12-20,293.58
918,10360,33,1427,5,2026-03-28,644.17
919,10365,27,1013,8,2024-10-27,1404.9
920,10379,11,1403,6,2024-09-21,55.25
921,10380,20,155,6,2025-05-31,172.01
922,10404,48,3032,10,2026-02-12,78.84
923,10406,40,244,6,2026-03-06,156.14
924,10413,20,776,6,2025-05-27,142.17
925,10421,48,4198,10,2026-02-12,78.64
926,10425,42,1229,3,2025-01-06,164.49
927,10432,57,4643,3,2024-11-15,56.08
928,10437,23,4692,10,2026-01-02,178.2
929,10438,2,5809,10,2024-11-09,183.34
930,10449,36,1282,10,2025-04-01,120.59
931,10466,10,2589,3,2025-12-11,104.12
932,10467,38,3911,5,2025-11-14,759.37
933,10474,28,2884,8,2025-04-22,957.8
934,10480,44,427,9,2024-12-22,560.66
935,10482,17,3517,1,2025-01-01,130.55
936,10483,40,2746,6,2026-03-12,186.69
937,10499,49,2727,4,2025-09-05,147.08
938,10521,32,3466,9,2024-10-30,416.44
939,10523,37,958,10,2025-01-06,138.86
940,10539,15,5180,7,2026-04-27,33.07
941,10568,58,3625,6,2025-05-04,112.47
942,10577,35,1530,10,2025-05-24,107.31
943,10579,44,4007,9,2024-12-04,357.75
944,10608,59,2167,7,2026-05-09,85.54
945,10611,37,3454,10,2025-01-05,69.33
946,10614,19,2190,1,2025-05-11,154.75
947,10619,45,3179,9,2026-05-27,276.55
948,10624,2,1774,10,2024-11-22,101.88
949,10632,55,1376,7,2025-08-13,31.17
950,10656,15,2186,7,2026-04-25,119.99
951,10692,41,1073,9,2026-02-22,524.05
952,10701,24,4150,9,2025-10-03,249.0
953,10716,54,3397,5,2025-09-11,513.59
954,10719,44,4949,9,2024-12-13,262.85
955,10741,17,4223,1,2024-12-23,182.28
956,10742,36,1975,10,2025-05-07,193.17
957,10753,30,5868,10,2024-12-01,121.26
958,10757,10,63,3,2025-12-18,56.75
959,10772,44,864,9,2024-12-10,276.69
960,10779,6,4100,2,2025-03-05,191.67
961,10784,8,2220,10,2025-08-07,198.62
962,10786,10,5967,3,2025-12-04,70.24
963,10806,49,4209,4,2025-10-07,167.78
964,10809,39,324,7,2024-12-12,89.15
965,10812,23,144,10,2026-01-15,67.18
966,10813,19,4698,1,2025-05-22,168.8
967,10815,47,3897,4,2024-10-01,78.83
968,10818,54,3673,5,2025-09-16,819.64
969,10845,12,2829,5,2024-07-30,600.83
970,10847,46,2620,8,2025-01-06,1076.92
971,10857,41,5345,9,2026-02-01,216.53
972,10879,24,4992,9,2025-10-17,586.65
973,10889,14,5296,6,2024-12-07,136.27
974,10908,38,2720,5,2025-11-11,515.6
975,10916,6,3383,2,2025-03-09,110.07
976,10926,10,2806,3,2025-12-21,158.57
977,10946,4,418,3,2024-12-20,67.29
978,10949,54,2795,5,2025-09-23,632.44
979,10973,32,3580,9,2024-09-30,454.46
980,10981,17,1937,1,2024-12-22,61.01
981,10982,30,1322,10,2024-11-17,156.49
982,11027,44,3110,9,2024-12-16,164.2
983,11030,7,2136,7,2026-06-04,28.38
984,11034,58,3469,6,2025-05-06,174.18
985,11043,33,5344,5,2026-02-28,667.36
986,11060,57,1288,3,2024-11-04,88.55
987,11094,27,2057,8,2024-10-24,1352.69
988,11108,46,4166,8,2025-01-30,1088.63
989,11121,60,3530,5,2025-04-28,379.01
990,11133,20,1408,6,2025-05-22,102.28
991,11134,8,1922,10,2025-08-02,81.54
992,11138,28,3711,8,2025-04-25,363.9
993,11154,15,3286,7,2026-05-27,58.25
994,11164,59,4263,7,2026-05-13,117.8
995,11172,47,2205,4,2024-10-20,54.37
996,11176,43,143,5,2026-01-31,643.13
997,11193,21,316,4,2026-01-23,151.23
998,11194,47,5682,4,2024-11-03,158.49
999,11197,7,2010,7,2026-06-04,48.79
1000,11200,46,374,8,2025-01-19,309.69
1001,11205,55,1736,7,2025-07-13,112.09
1002,11210,52,3969,6,2025-03-24,184.26
1003,11216,36,1669,10,2025-04-02,135.46
1004,11222,48,1126,10,2026-02-04,123.15
1005,11225,31,5192,6,2025-01-23,170.53
1006,11245,46,4594,8,2025-01-12,698.88
1007,11250,30,4986,10,2024-11-29,139.5
1008,11253,46,237,8,2025-01-10,632.26
1009,11258,57,5490,3,2024-11-12,161.65
1010,11282,53,1204,10,2026-05-06,168.97
1011,11293,16,5325,2,2025-02-24,156.59
1012,11304,25,332,9,2024-12-14,191.54
1013,11317,20,2599,6,2025-05-11,110.91
1014,11334,48,3955,10,2026-01-27,73.52
1015,11337,39,1723,7,2024-12-24,38.66
1016,11347,33,3745,5,2026-02-21,550.99
1017,11359,4,5684,3,2025-02-01,191.08
1018,11394,46,463,8,2025-01-19,774.47
1019,11398,23,1454,10,2026-01-10,163.09
1020,11401,31,2082,6,2025-01-28,90.37
1021,11416,47,1208,4,2024-10-07,192.07
1022,11421,58,2756,6,2025-06-04,161.86
1023,11426,28,5805,8,2025-04-17,505.49
1024,11439,45,2666,9,2026-04-10,535.7
1025,11445,8,4052,10,2025-07-27,98.94
1026,11448,54,2760,5,2025-09-22,765.56
1027,11456,13,750,9,2024-09-11,231.73
1028,11460,24,2467,9,2025-11-06,272.68
1029,11512,30,1387,10,2024-11-20,142.22
1030,11529,6,1896,2,2025-02-10,95.26
1031,11566,26,4295,4,2025-11-03,152.55
1032,11574,11,1566,6,2024-09-23,164.98
1033,11586,58,3113,6,2025-06-02,148.13
1034,11588,22,5427,7,2024-10-10,39.79
1035,11592,47,758,4,2024-11-09,104.71
1036,11597,29,2186,7,2025-05-22,75.27
1037,11646,11,1653,6,2024-08-20,194.49
1038,11661,44,4505,9,2024-12-19,260.95
1039,11674,47,2983,4,2024-10-23,80.95
1040,11676,7,1588,7,2026-06-01,34.49
1041,11678,19,2828,1,2025-04-28,95.93
1042,11708,31,4919,6,2025-02-02,197.9
1043,11734,18,2064,6,2025-03-26,111.18
1044,11752,51,4257,3,2025-09-02,164.82
1045,11754,7,4654,7,2026-05-20,116.75
1046,11758,57,4266,3,2024-10-10,190.93
1047,11797,57,4897,3,2024-11-10,56.2
1048,11800,17,5817,1,2024-12-25,192.23
1049,11814,57,2813,3,2024-10-30,134.67
1050,11816,16,5564,2,2025-02-19,63.4
1051,11873,35,330,10,2025-05-21,50.63
1052,11887,57,1303,3,2024-11-20,114.64
1053,11893,17,154,1,2025-01-03,145.61
1054,11896,13,4104,9,2024-09-18,480.29
1055,11909,25,4107,9,2025-01-10,563.26
1056,11921,13,2875,9,2024-09-07,160.22
1057,11928,48,1664,10,2026-01-27,75.85
1058,11965,32,4677,9,2024-10-25,220.01
1059,11973,15,3938,7,2026-05-02,56.65
1060,11981,12,3181,5,2024-08-01,351.76
1061,11982,26,1131,4,2025-11-01,87.6
1062,11990,31,5300,6,2025-01-19,155.36
1063,11994,8,5650,10,2025-08-14,181.47
1064,12000,33,317,5,2026-02-18,360.85
1065,12003,14,230,6,2024-12-01,111.33
1066,12033,13,2007,9,2024-09-15,529.99
1067,12036,23,796,10,2025-12-28,91.77
1068,12051,6,147,2,2025-02-23,58.92
1069,12067,38,4705,5,2025-11-18,260.3
1070,12072,48,3741,10,2026-02-04,163.84
1071,12104,37,227,10,2025-01-10,129.74
1072,12109,43,2495,5,2026-01-29,253.75
1073,12113,43,2776,5,2026-01-12,616.23
1074,12129,49,2854,4,2025-10-05,50.91
1075,12130,46,1324,8,2025-01-19,1188.15
1076,12155,26,1758,4,2025-11-08,149.55
1077,12158,23,40,10,2026-01-03,177.73
1078,12170,5,2063,2,2024-11-02,190.09
1079,12186,10,1978,3,2025-11-28,80.56
1080,12196,45,1790,9,2026-05-02,254.0
1081,12218,16,5272,2,2025-03-09,102.15
1082,12239,25,2592,9,2025-01-10,196.16
1083,12250,59,2778,7,2026-04-26,28.06
1084,12254,59,5669,7,2026-05-06,115.95
1085,12255,23,5358,10,2026-01-13,163.14
1086,12264,42,3132,3,2024-12-25,198.06
1087,12270,17,1513,1,2025-01-09,66.19
1088,12283,40,2382,6,2026-03-07,110.34
1089,12306,57,918,3,2024-10-16,162.7
1090,12330,10,3966,3,2025-12-08,51.51
1091,12343,18,2008,6,2025-04-11,76.83
1092,12345,33,238,5,2026-03-23,832.84
1093,12354,11,1542,6,2024-08-19,179.59
1094,12360,7,3859,7,2026-06-04,88.35
1095,12381,43,5863,5,2026-01-21,391.23
1096,12382,47,4087,4,2024-11-06,141.08
1097,12398,59,1861,7,2026-04-29,71.57
1098,12402,17,4996,1,2024-12-25,98.15
1099,12424,30,3858,10,2024-11-26,170.88
1100,12468,25,4038,9,2024-11-28,122.37
1101,12469,24,3107,9,2025-10-11,524.97
1102,12471,4,4128,3,2024-12-31,78.14
1103,12472,60,424,5,2025-04-13,789.36
1104,12476,12,1817,5,2024-08-01,786.29
1105,12481,35,2718,10,2025-05-29,172.46
1106,12503,41,130,9,2026-02-17,398.16
1107,12505,38,3340,5,2025-11-22,893.71
1108,12507,50,5591,5,2025-04-13,354.36
1109,12515,27,1937,8,2024-10-27,1133.23
1110,12525,36,3381,10,2025-04-26,110.24
1111,12529,15,2568,7,2026-04-21,72.7
1112,12535,17,4184,1,2024-12-05,180.82
1113,12541,56,3854,1,2024-12-17,167.13
1114,12542,56,2094,1,2024-12-20,191.82
1115,12543,34,2929,8,2025-06-18,563.18
1116,12582,19,1431,1,2025-05-07,84.02
1117,12597,36,4724,10,2025-04-29,108.62
1118,12598,34,489,8,2025-06-24,517.59
1119,12642,7,1430,7,2026-06-01,60.48
1120,12650,25,3224,9,2024-12-01,572.7
1121,12687,42,747,3,2024-12-26,97.95
1122,12688,13,5846,9,2024-09-03,199.57
1123,12691,19,2036,1,2025-05-20,87.53
1124,12692,38,2008,5,2025-11-21,283.18
1125,12715,43,2207,5,2026-01-26,344.54
1126,12767,25,2432,9,2024-11-23,217.97
1127,12768,30,1789,10,2024-11-21,79.23
1128,12779,29,63,7,2025-04-27,48.49
1129,12783,40,2139,6,2026-02-21,94.29
1130,12805,19,4979,1,2025-05-17,106.12
1131,12813,38,4984,5,2025-11-17,322.64
1132,12814,14,1541,6,2024-12-01,55.29
1133,12817,45,2885,9,2026-05-22,350.91
1134,12819,7,5592,7,2026-05-22,119.03
1135,12846,54,2207,5,2025-09-20,662.36
1136,12862,29,4146,7,2025-04-19,77.04
1137,12864,40,298,6,2026-03-09,152.48
1138,12867,42,5449,3,2024-12-09,73.06
1139,12869,47,2413,4,2024-10-11,188.78
1140,12871,40,2412,6,2026-03-15,197.89
1141,12872,31,5284,6,2025-01-29,78.85
1142,12876,39,1183,7,2024-12-17,110.31
1143,12885,18,5574,6,2025-04-01,101.88
1144,12893,44,3310,9,2024-12-22,553.14
1145,12906,41,5328,9,2026-02-18,164.24
1146,12914,14,3759,6,2024-12-08,161.79
1147,12924,41,924,9,2026-02-19,323.16
1148,12939,16,4322,2,2025-03-01,149.26
1149,12957,17,4923,1,2025-01-02,141.57
1150,12969,25,3471,9,2024-12-01,573.54
1151,12970,44,2630,9,2024-12-21,581.33
1152,12975,33,3655,5,2026-02-26,206.35
1153,12983,30,4254,10,2024-11-21,111.94
1154,13007,45,3347,9,2026-05-24,369.81
1155,13018,36,2713,10,2025-04-01,145.87
1156,13030,52,4253,6,2025-03-25,123.4
1157,13031,43,2724,5,2026-01-19,873.13
1158,13075,29,2431,7,2025-05-01,31.01
1159,13081,13,438,9,2024-09-05,232.13
1160,13083,59,4005,7,2026-04-26,74.62
1161,13086,46,1755,8,2025-02-02,1494.89
1162,13090,50,438,5,2025-05-03,248.5
1163,13092,21,1760,4,2026-01-23,102.51
1164,13116,25,510,9,2024-11-26,399.39
1165,13121,24,502,9,2025-11-01,115.75
1166,13136,22,2646,7,2024-11-04,72.78
1167,13144,45,137,9,2026-04-19,445.94
1168,13146,16,5790,2,2025-03-12,135.62
1169,13176,53,5102,10,2026-05-07,99.52
1170,13186,39,2723,7,2024-12-20,94.46
1171,13200,24,4149,9,2025-10-18,217.69
1172,13202,50,5566,5,2025-03-16,731.55
1173,13207,7,4561,7,2026-06-01,84.12
1174,13254,18,4465,6,2025-04-15,169.2
1175,13259,17,453,1,2024-12-11,106.29
1176,13263,7,3589,7,2026-05-22,36.61
1177,13272,45,2059,9,2026-04-04,144.94
1178,13284,48,2348,10,2026-01-27,104.56
1179,13300,30,2055,10,2024-11-28,163.34
1180,13308,3,2642,4,2025-12-17,148.7
1181,13309,10,471,3,2026-01-19,74.05
1182,13310,52,211,6,2025-04-07,123.27
1183,13322,51,4676,3,2025-09-23,195.99
1184,13328,27,1930,8,2024-11-02,752.82
1185,13343,6,2079,2,2025-02-07,88.52
1186,13346,55,2987,7,2025-08-21,38.97
1187,13353,59,4823,7,2026-04-30,108.92
1188,13389,58,659,6,2025-06-04,166.06
1189,13394,16,2464,2,2025-02-20,195.23
1190,13396,20,4513,6,2025-05-17,89.8
1191,13408,39,3779,7,2024-12-25,50.65
1192,13435,25,1127,9,2024-12-09,192.0
1193,13463,46,4986,8,2025-01-02,857.91
1194,13467,2,5827,10,2024-11-04,89.72
1195,13472,46,2205,8,2025-02-09,592.07
1196,13475,5,1864,2,2024-11-14,157.59
1197,13482,22,936,7,2024-10-26,57.46
1198,13483,32,1387,9,2024-11-05,310.21
1199,13486,22,3084,7,2024-10-15,64.96
1200,13505,60,2312,5,2025-05-01,592.17
1201,13532,48,2494,10,2026-01-25,59.4
1202,13533,41,3466,9,2026-02-19,304.08
1203,13560,25,2662,9,2024-12-21,174.34
1204,13567,11,5662,6,2024-09-25,99.32
1205,13571,55,3828,7,2025-07-29,27.93
1206,13579,53,1585,10,2026-05-16,91.38
1207,13583,16,3742,2,2025-01-29,174.41
1208,13584,10,3230,3,2025-12-28,65.36
1209,13610,23,1408,10,2026-01-18,80.26
1210,13614,9,5592,3,2024-08-30,155.15
1211,13629,54,4167,5,2025-09-21,243.01
1212,13635,14,2426,6,2024-12-17,67.82
1213,13670,30,1650,10,2024-11-21,157.71
