impression_id,campaign_id,customer_id,channel_id,impression_date,device_type
24924,46,1979,4,2025-01-11,Desktop
24925,37,3285,5,2025-01-29,Mobile
24926,41,5478,3,2026-01-24,Mobile
24927,9,5044,2,2024-08-25,Desktop
24928,7,1409,5,2026-06-05,Tablet
24929,31,3113,4,2025-01-30,Tablet
24930,23,3951,1,2026-01-11,Desktop
24931,7,5927,5,2026-05-25,Mobile
24932,33,187,3,2026-01-24,Tablet
24933,50,2803,1,2025-04-17,Desktop
24934,18,5931,4,2025-03-19,Mobile
24935,55,5871,3,2025-08-10,Mobile
24936,28,1997,6,2025-04-17,Desktop
24937,24,1,6,2025-11-11,Tablet
24938,3,3514,4,2025-12-13,Desktop
24939,47,5232,3,2024-10-22,Tablet
24940,57,1956,2,2024-10-10,Tablet
24941,21,5631,3,2026-01-08,Desktop
24942,27,2011,2,2024-10-21,Mobile
24943,55,3649,3,2025-08-11,Desktop
24944,44,4338,1,2024-12-15,Desktop
24945,51,2089,6,2025-08-28,Mobile
24946,20,2133,6,2025-05-16,Mobile
24947,47,2842,3,2024-09-29,Mobile
24948,25,5028,3,2024-11-08,Mobile
24949,40,588,5,2026-02-24,Mobile
24950,36,3785,5,2025-04-30,Mobile
24951,8,4065,2,2025-07-22,Tablet
24952,7,3346,5,2026-05-28,Tablet
24953,14,5641,2,2024-12-11,Mobile
24954,36,3602,5,2025-05-09,Tablet
24955,49,3801,5,2025-08-30,Desktop
24956,47,3591,3,2024-10-04,Tablet
24957,44,4338,1,2024-12-02,Mobile
24958,31,803,4,2025-01-30,Mobile
24959,52,5412,1,2025-03-27,Tablet
24960,5,248,1,2024-11-17,Mobile
24961,36,3837,5,2025-04-30,Desktop
24962,18,3680,4,2025-04-21,Mobile
24963,5,1249,1,2024-11-13,Desktop
24964,23,242,1,2026-01-15,Mobile
24965,24,823,6,2025-10-02,Desktop
24966,26,1646,3,2025-11-06,Desktop
24967,15,5334,6,2026-05-11,Tablet
24968,48,5151,2,2026-02-08,Desktop
24969,49,375,5,2025-10-20,Mobile
24970,36,1743,5,2025-03-17,Mobile
24971,5,5377,1,2024-10-28,Tablet
24972,28,1435,6,2025-04-22,Mobile
24973,50,5977,1,2025-03-09,Desktop
24974,6,1555,5,2025-01-25,Mobile
24975,30,4442,6,2024-11-29,Mobile
24976,8,2528,2,2025-08-09,Mobile
24977,28,807,6,2025-04-24,Mobile
24978,58,1548,1,2025-05-20,Desktop
24979,3,4044,4,2025-12-06,Mobile
24980,10,2041,1,2026-01-23,Tablet
24981,49,3613,5,2025-10-26,Desktop
24982,10,1233,1,2025-12-28,Tablet
24983,22,2720,5,2024-10-16,Mobile
24984,8,3076,2,2025-07-30,Desktop
24985,31,2499,4,2025-01-18,Mobile
24986,27,1180,2,2024-10-21,Desktop
24987,45,2788,4,2026-04-02,Mobile
24988,52,4167,1,2025-03-31,Desktop
24989,24,5807,6,2025-10-18,Desktop
24990,56,4755,5,2024-12-21,Tablet
24991,23,965,1,2026-01-09,Desktop
24992,23,1651,1,2026-01-07,Mobile
24993,21,461,3,2026-01-10,Tablet
24994,52,804,1,2025-02-24,Tablet
24995,18,1518,4,2025-03-26,Tablet
24996,18,1189,4,2025-03-21,Tablet
24997,44,1288,1,2025-01-11,Mobile
24998,7,1403,5,2026-05-26,Desktop
24999,6,1811,5,2025-02-20,Tablet
25000,54,746,1,2025-09-05,Desktop
25001,46,1680,4,2025-02-05,Desktop
25002,51,4135,6,2025-09-17,Tablet
25003,58,1434,1,2025-05-28,Desktop
25004,31,1032,4,2025-01-16,Mobile
25005,16,391,6,2025-01-29,Mobile
25006,41,3008,3,2026-02-21,Desktop
25007,55,5064,3,2025-08-19,Mobile
25008,60,341,5,2025-04-20,Mobile
25009,41,3255,3,2026-01-29,Desktop
25010,39,3897,6,2024-11-29,Mobile
25011,40,3554,5,2026-02-23,Tablet
25012,50,5300,1,2025-04-02,Tablet
25013,43,5230,2,2026-01-18,Desktop
25014,10,332,1,2025-12-28,Desktop
25015,31,2182,4,2025-01-23,Mobile
25016,40,4018,5,2026-03-13,Mobile
25017,30,5742,6,2024-11-16,Mobile
25018,32,4845,3,2024-09-18,Mobile
25019,38,1059,2,2025-11-14,Mobile
25020,39,1685,6,2024-12-16,Mobile
25021,21,4591,3,2026-01-17,Tablet
25022,42,2850,2,2024-12-02,Mobile
25023,6,3285,5,2025-01-26,Mobile
25024,41,3643,3,2026-02-15,Tablet
25025,25,604,3,2024-12-04,Desktop
25026,10,5152,1,2025-12-23,Tablet
25027,41,5207,3,2026-02-16,Desktop
25028,44,2830,1,2024-12-17,Desktop
25029,10,3757,1,2025-12-29,Mobile
25030,34,3955,3,2025-06-15,Tablet
25031,1,1127,6,2025-04-22,Tablet
25032,35,661,6,2025-05-15,Desktop
25033,5,133,1,2024-11-17,Mobile
25034,3,5519,4,2025-12-11,Mobile
25035,29,2092,1,2025-04-08,Desktop
25036,1,502,6,2025-04-30,Desktop
25037,51,2813,6,2025-09-09,Mobile
25038,41,439,3,2026-02-13,Tablet
25039,11,499,3,2024-09-07,Desktop
25040,59,2939,5,2026-05-01,Desktop
25041,9,3055,2,2024-09-07,Mobile
25042,26,3472,3,2025-11-01,Desktop
25043,18,3935,4,2025-03-18,Tablet
25044,57,4005,2,2024-10-16,Tablet
25045,17,2623,2,2025-01-01,Desktop
25046,53,3854,3,2026-05-24,Desktop
25047,18,1836,4,2025-05-09,Tablet
25048,44,2675,1,2025-01-07,Mobile
25049,28,2365,6,2025-05-12,Tablet
25050,47,1984,3,2024-09-30,Desktop
25051,50,1447,1,2025-04-23,Tablet
25052,5,459,1,2024-11-03,Mobile
25053,17,3040,2,2024-12-20,Desktop
25054,24,3223,6,2025-11-09,Desktop
25055,53,2036,3,2026-05-12,Desktop
25056,48,5864,2,2026-02-12,Tablet
25057,59,3341,5,2026-04-27,Tablet
25058,33,5376,3,2026-02-12,Desktop
25059,16,3409,6,2025-02-02,Desktop
25060,13,1127,4,2024-09-10,Tablet
25061,5,5856,1,2024-11-18,Mobile
25062,37,5352,5,2025-01-07,Tablet
25063,54,2849,1,2025-09-24,Desktop
25064,3,1471,4,2025-12-03,Desktop
25065,32,1348,3,2024-09-21,Desktop
25066,33,4852,3,2026-02-03,Desktop
25067,21,397,3,2026-01-16,Tablet
25068,30,3823,6,2024-11-30,Mobile
25069,55,3833,3,2025-08-18,Mobile
25070,58,1095,1,2025-05-18,Desktop
25071,41,4238,3,2026-02-15,Mobile
25072,51,4242,6,2025-09-04,Mobile
25073,59,2119,5,2026-05-03,Desktop
25074,48,2916,2,2026-02-05,Desktop
25075,39,5013,6,2024-12-02,Tablet
25076,55,3134,3,2025-08-12,Tablet
25077,15,3696,6,2026-05-02,Mobile
25078,48,2499,2,2026-02-07,Desktop
25079,54,893,1,2025-09-23,Desktop
25080,57,5990,2,2024-11-02,Tablet
25081,30,3186,6,2024-11-21,Desktop
25082,34,2037,3,2025-06-30,Desktop
25083,36,4286,5,2025-04-25,Mobile
25084,38,3715,2,2025-11-11,Tablet
25085,53,1414,3,2026-05-04,Tablet
25086,53,5297,3,2026-05-04,Mobile
25087,52,406,1,2025-03-20,Mobile
25088,31,3624,4,2025-01-29,Desktop
25089,13,2886,4,2024-09-03,Desktop
25090,32,1928,3,2024-10-05,Desktop
25091,44,4978,1,2025-01-05,Desktop
25092,46,3935,4,2025-01-14,Mobile
25093,60,4571,5,2025-04-24,Tablet
25094,19,2508,4,2025-04-13,Mobile
25095,25,5679,3,2024-11-16,Mobile
25096,57,2085,2,2024-10-25,Desktop
25097,50,3183,1,2025-04-19,Mobile
25098,57,5628,2,2024-10-19,Desktop
25099,49,488,5,2025-09-21,Desktop
25100,43,635,2,2026-01-24,Mobile
25101,11,5968,3,2024-08-22,Tablet
25102,43,5838,2,2026-01-27,Tablet
25103,15,4647,6,2026-05-10,Desktop
25104,37,2920,5,2025-01-24,Desktop
25105,17,3042,2,2025-01-05,Desktop
25106,4,1557,1,2024-12-20,Tablet
25107,22,2622,5,2024-11-01,Tablet
25108,33,2617,3,2026-02-02,Tablet
25109,57,216,2,2024-10-06,Mobile
25110,27,2742,2,2024-11-02,Tablet
25111,27,2897,2,2024-10-29,Tablet
25112,51,3989,6,2025-08-26,Mobile
25113,43,3098,2,2026-01-14,Mobile
25114,27,5196,2,2024-11-01,Tablet
25115,35,2215,6,2025-05-29,Tablet
25116,58,2478,1,2025-05-14,Mobile
25117,14,3418,2,2024-12-10,Tablet
25118,8,1216,2,2025-07-19,Desktop
25119,58,2367,1,2025-05-23,Desktop
25120,6,4121,5,2025-02-10,Mobile
25121,46,2492,4,2024-12-29,Desktop
25122,22,5486,5,2024-11-01,Mobile
25123,45,3679,4,2026-04-08,Mobile
25124,4,922,1,2024-12-23,Tablet
25125,11,2934,3,2024-09-16,Mobile
25126,51,4602,6,2025-10-05,Desktop
25127,51,3853,6,2025-09-04,Mobile
25128,47,5351,3,2024-10-02,Desktop
25129,9,4510,2,2024-09-01,Tablet
25130,28,358,6,2025-04-21,Mobile
25131,41,660,3,2026-02-08,Mobile
25132,21,3890,3,2026-01-09,Desktop
25133,6,1446,5,2025-02-14,Desktop
25134,24,3518,6,2025-10-27,Desktop
25135,54,4770,1,2025-09-05,Tablet
25136,53,3451,3,2026-05-06,Desktop
25137,31,2515,4,2025-01-19,Tablet
25138,54,3870,1,2025-09-18,Tablet
25139,31,854,4,2025-01-21,Mobile
25140,60,4348,5,2025-04-18,Desktop
25141,45,4191,4,2026-05-23,Tablet
25142,47,3089,3,2024-11-05,Mobile
25143,29,1683,1,2025-04-13,Desktop
25144,38,4802,2,2025-11-09,Mobile
25145,15,3066,6,2026-05-25,Tablet
25146,37,341,5,2025-01-17,Mobile
25147,54,5549,1,2025-09-05,Mobile
25148,54,4624,1,2025-09-24,Tablet
25149,2,3500,1,2024-11-22,Desktop
25150,25,2647,3,2024-11-26,Mobile
25151,34,5784,3,2025-06-10,Mobile
25152,16,4670,6,2025-01-19,Desktop
25153,52,3207,1,2025-03-10,Mobile
25154,45,3914,4,2026-04-09,Mobile
25155,58,1690,1,2025-05-23,Desktop
25156,38,1164,2,2025-11-13,Desktop
25157,46,1654,4,2025-01-28,Desktop
25158,54,1770,1,2025-09-08,Desktop
25159,52,4448,1,2025-03-20,Desktop
25160,31,830,4,2025-01-26,Mobile
25161,19,4682,4,2025-05-07,Mobile
25162,6,3137,5,2025-03-05,Tablet
25163,25,2316,3,2024-12-11,Mobile
25164,48,1809,2,2026-02-04,Mobile
25165,46,3082,4,2025-01-02,Desktop
25166,58,1923,1,2025-05-27,Desktop
25167,43,2608,2,2026-01-21,Tablet
25168,14,4442,2,2024-11-22,Tablet
25169,51,3749,6,2025-10-06,Mobile
25170,14,4501,2,2024-11-17,Desktop
25171,55,4281,3,2025-07-24,Mobile
25172,6,4911,5,2025-02-27,Mobile
25173,57,1208,2,2024-11-04,Desktop
25174,17,5973,2,2024-12-08,Tablet
25175,1,2875,6,2025-04-23,Desktop
25176,60,4316,5,2025-04-09,Desktop
25177,16,4067,6,2025-01-17,Desktop
25178,1,3387,6,2025-04-02,Desktop
25179,1,5976,6,2025-04-09,Mobile
25180,50,1313,1,2025-04-10,Mobile
25181,9,2562,2,2024-08-25,Desktop
25182,3,758,4,2025-12-12,Desktop
25183,52,1092,1,2025-03-25,Desktop
25184,18,4281,4,2025-05-11,Mobile
25185,4,33,1,2024-12-19,Mobile
25186,41,5382,3,2026-02-07,Tablet
25187,17,3793,2,2024-12-06,Tablet
25188,31,2673,4,2025-01-24,Tablet
25189,19,2000,4,2025-04-06,Desktop
25190,57,749,2,2024-11-06,Desktop
25191,1,5565,6,2025-05-06,Tablet
25192,58,4278,1,2025-05-06,Tablet
25193,30,2037,6,2024-11-29,Tablet
25194,49,406,5,2025-10-05,Desktop
25195,4,1968,1,2025-01-28,Desktop
25196,54,1104,1,2025-09-05,Desktop
25197,4,4733,1,2025-01-04,Desktop
25198,18,4326,4,2025-04-27,Desktop
25199,43,2999,2,2026-01-16,Mobile
25200,54,5356,1,2025-09-21,Tablet
25201,8,1083,2,2025-07-26,Desktop
25202,24,2734,6,2025-10-23,Mobile
25203,41,4268,3,2026-02-16,Tablet
25204,8,391,2,2025-08-16,Tablet
25205,31,2245,4,2025-01-23,Mobile
25206,45,3419,4,2026-05-12,Desktop
25207,38,2212,2,2025-11-13,Tablet
25208,34,2901,3,2025-06-24,Tablet
25209,41,3636,3,2026-02-08,Tablet
25210,41,2219,3,2026-02-08,Mobile
25211,51,618,6,2025-09-06,Desktop
25212,10,824,1,2025-12-17,Desktop
25213,33,3158,3,2026-03-09,Desktop
25214,18,1046,4,2025-03-17,Tablet
25215,36,5382,5,2025-04-25,Desktop
25216,6,5023,5,2025-01-20,Mobile
25217,40,2114,5,2026-02-20,Mobile
25218,58,5002,1,2025-05-05,Desktop
25219,51,3194,6,2025-10-05,Tablet
25220,37,950,5,2025-01-19,Desktop
25221,9,3673,2,2024-08-28,Mobile
25222,18,4081,4,2025-05-03,Desktop
25223,50,494,1,2025-04-01,Tablet
25224,46,1897,4,2025-01-12,Desktop
25225,5,36,1,2024-10-30,Mobile
25226,20,1913,6,2025-05-21,Tablet
25227,29,2031,1,2025-05-29,Tablet
25228,36,3776,5,2025-03-17,Tablet
25229,3,1186,4,2025-12-07,Desktop
25230,43,180,2,2026-01-27,Tablet
25231,31,1906,4,2025-01-22,Desktop
25232,40,4973,5,2026-02-24,Tablet
25233,60,2404,5,2025-04-20,Tablet
25234,6,2510,5,2025-01-22,Mobile
25235,45,2835,4,2026-04-16,Tablet
25236,12,4520,1,2024-07-26,Mobile
25237,28,2900,6,2025-05-12,Tablet
25238,42,535,2,2025-01-16,Mobile
25239,3,1238,4,2025-12-02,Tablet
25240,16,1121,6,2025-02-22,Tablet
25241,32,3050,3,2024-11-05,Mobile
25242,21,179,3,2026-01-18,Desktop
25243,57,1706,2,2024-10-28,Mobile
25244,33,3631,3,2026-03-03,Desktop
25245,56,2148,5,2024-12-22,Tablet
25246,33,4257,3,2026-02-04,Tablet
25247,7,2355,5,2026-05-27,Desktop
25248,16,5883,6,2025-02-24,Mobile
25249,46,5810,4,2025-01-21,Desktop
25250,20,4820,6,2025-05-27,Tablet
25251,26,5754,3,2025-10-26,Mobile
25252,54,1229,1,2025-09-09,Desktop
25253,28,4515,6,2025-04-18,Desktop
25254,56,1940,5,2024-12-14,Tablet
25255,34,4360,3,2025-06-25,Mobile
25256,27,2252,2,2024-10-21,Mobile
25257,1,1745,6,2025-03-28,Tablet
25258,32,5773,3,2024-10-31,Mobile
25259,14,1262,2,2024-11-17,Desktop
25260,18,4566,4,2025-04-07,Mobile
25261,53,4043,3,2026-05-19,Mobile
25262,41,1828,3,2026-02-12,Mobile
25263,50,2770,1,2025-03-27,Tablet
25264,56,849,5,2024-12-12,Desktop
25265,10,5564,1,2025-12-05,Desktop
25266,34,5827,3,2025-06-28,Tablet
25267,9,4402,2,2024-08-30,Mobile
25268,25,5109,3,2024-11-29,Mobile
25269,16,483,6,2025-02-01,Desktop
25270,52,2313,1,2025-03-16,Desktop
25271,25,1998,3,2024-11-27,Mobile
25272,17,3382,2,2024-12-29,Desktop
25273,51,1100,6,2025-09-30,Desktop
25274,17,3372,2,2024-11-28,Desktop
25275,24,3922,6,2025-10-06,Mobile
25276,17,785,2,2024-12-14,Tablet
25277,54,781,1,2025-09-23,Mobile
25278,55,215,3,2025-07-31,Tablet
25279,26,4579,3,2025-11-02,Tablet
25280,15,1998,6,2026-05-27,Tablet
25281,47,1367,3,2024-10-03,Mobile
25282,9,4685,2,2024-09-05,Desktop
25283,9,851,2,2024-09-11,Mobile
25284,42,2593,2,2024-12-15,Desktop
25285,21,4482,3,2026-01-10,Tablet
25286,8,3436,2,2025-08-15,Desktop
25287,50,3321,1,2025-03-17,Tablet
25288,37,944,5,2025-01-13,Desktop
25289,46,1085,4,2025-01-04,Tablet
25290,17,3486,2,2024-12-06,Mobile
25291,3,150,4,2025-12-08,Mobile
25292,51,5248,6,2025-09-04,Mobile
25293,20,2122,6,2025-05-26,Tablet
25294,12,2526,1,2024-07-30,Mobile
25295,60,1565,5,2025-04-24,Desktop
25296,50,5295,1,2025-04-15,Tablet
25297,43,3847,2,2026-01-29,Tablet
25298,56,2725,5,2024-12-20,Desktop
25299,1,3503,6,2025-04-26,Desktop
25300,53,2291,3,2026-05-08,Tablet
25301,24,2810,6,2025-11-15,Desktop
25302,26,2162,3,2025-10-30,Desktop
25303,13,2486,4,2024-08-30,Desktop
25304,56,1902,5,2024-12-12,Desktop
25305,60,453,5,2025-04-28,Desktop
25306,33,223,3,2026-03-15,Mobile
25307,25,1042,3,2024-11-11,Tablet
25308,39,1526,6,2024-12-12,Desktop
25309,55,5387,3,2025-07-31,Mobile
25310,3,3658,4,2025-12-15,Desktop
25311,11,5770,3,2024-09-07,Tablet
25312,22,2057,5,2024-10-22,Mobile
25313,34,2420,3,2025-07-01,Tablet
25314,41,4326,3,2026-01-26,Tablet
25315,53,3457,3,2026-05-21,Desktop
25316,56,3163,5,2024-12-22,Tablet
25317,2,3442,1,2024-11-07,Tablet
25318,22,3497,5,2024-10-14,Tablet
25319,30,4608,6,2024-11-20,Desktop
25320,42,4004,2,2024-11-29,Desktop
25321,11,5765,3,2024-09-01,Tablet
25322,37,5716,5,2025-01-07,Mobile
25323,29,2563,1,2025-04-12,Mobile
25324,32,215,3,2024-09-14,Desktop
25325,34,70,3,2025-06-22,Tablet
25326,24,729,6,2025-11-16,Tablet
25327,54,433,1,2025-09-14,Desktop
25328,33,2249,3,2026-01-25,Mobile
25329,25,307,3,2024-12-02,Tablet
25330,58,3742,1,2025-05-28,Mobile
25331,58,1129,1,2025-05-05,Tablet
25332,24,3086,6,2025-10-04,Desktop
25333,57,604,2,2024-11-20,Tablet
25334,3,4984,4,2025-12-12,Mobile
25335,60,4697,5,2025-04-14,Desktop
25336,7,2330,5,2026-05-23,Mobile
25337,35,5506,6,2025-05-22,Tablet
25338,21,1112,3,2026-01-13,Tablet
25339,56,4903,5,2024-12-10,Tablet
25340,23,3276,1,2026-01-07,Mobile
25341,50,1987,1,2025-03-13,Tablet
25342,32,496,3,2024-10-21,Mobile
25343,23,1028,1,2026-01-10,Desktop
25344,7,5207,5,2026-05-28,Mobile
25345,16,3630,6,2025-01-23,Tablet
25346,9,1437,2,2024-08-26,Desktop
25347,11,2982,3,2024-08-29,Tablet
25348,41,629,3,2026-02-07,Desktop
25349,13,578,4,2024-08-29,Tablet
25350,42,5492,2,2025-01-05,Desktop
25351,35,2768,6,2025-05-31,Desktop
25352,41,2186,3,2026-02-12,Desktop
25353,29,5725,1,2025-04-23,Desktop
25354,45,2403,4,2026-05-30,Mobile
25355,38,2036,2,2025-11-08,Mobile
25356,19,1653,4,2025-05-01,Tablet
25357,44,3382,1,2024-12-18,Desktop
25358,58,3347,1,2025-05-28,Tablet
25359,35,108,6,2025-05-29,Tablet
25360,31,3921,4,2025-01-23,Desktop
25361,46,4745,4,2025-01-10,Mobile
25362,20,3683,6,2025-05-26,Desktop
25363,20,5252,6,2025-05-11,Tablet
25364,13,1674,4,2024-09-07,Mobile
25365,25,1143,3,2024-12-10,Mobile
25366,32,4194,3,2024-09-15,Desktop
25367,18,1124,4,2025-03-31,Mobile
25368,15,534,6,2026-04-25,Desktop
25369,58,562,1,2025-05-09,Mobile
25370,31,4628,4,2025-01-27,Desktop
25371,10,174,1,2025-12-08,Mobile
25372,27,1745,2,2024-10-25,Desktop
25373,42,767,2,2025-01-10,Desktop
25374,30,4538,6,2024-11-26,Tablet
25375,29,3023,1,2025-05-08,Desktop
25376,37,1232,5,2025-01-12,Mobile
25377,38,4512,2,2025-11-15,Mobile
25378,10,4512,1,2025-12-07,Desktop
25379,29,3134,1,2025-04-07,Desktop
25380,31,1669,4,2025-01-27,Desktop
25381,52,3510,1,2025-03-06,Desktop
25382,22,5628,5,2024-10-05,Desktop
25383,29,302,1,2025-05-12,Tablet
25384,8,1620,2,2025-08-07,Desktop
25385,36,1717,5,2025-03-16,Tablet
25386,4,3787,1,2025-01-29,Desktop
25387,38,3901,2,2025-11-19,Mobile
25388,51,1238,6,2025-09-22,Mobile
25389,7,1303,5,2026-05-17,Desktop
25390,11,5596,3,2024-09-15,Tablet
25391,17,4548,2,2024-12-20,Desktop
25392,15,5631,6,2026-05-06,Tablet
25393,7,4996,5,2026-05-22,Mobile
25394,35,2423,6,2025-05-27,Desktop
25395,42,722,2,2024-12-25,Desktop
25396,37,3772,5,2025-01-27,Mobile
25397,50,2133,1,2025-04-14,Tablet
25398,10,2583,1,2025-12-12,Mobile
25399,21,2584,3,2026-01-10,Tablet
25400,58,5643,1,2025-05-10,Mobile
25401,9,397,2,2024-09-15,Desktop
25402,24,1150,6,2025-10-14,Tablet
25403,46,3636,4,2025-01-19,Tablet
25404,45,5344,4,2026-04-19,Tablet
25405,47,5546,3,2024-10-11,Desktop
25406,27,3348,2,2024-10-29,Desktop
25407,55,211,3,2025-07-12,Mobile
25408,24,2192,6,2025-10-02,Mobile
25409,54,5551,1,2025-09-21,Tablet
25410,23,3008,1,2026-01-18,Mobile
25411,37,4366,5,2024-12-31,Tablet
25412,34,1635,3,2025-06-25,Mobile
25413,22,156,5,2024-10-16,Tablet
25414,41,3460,3,2026-01-28,Tablet
25415,37,5027,5,2025-01-28,Tablet
25416,11,5945,3,2024-08-21,Tablet
25417,9,5092,2,2024-08-31,Tablet
25418,44,3321,1,2025-01-12,Tablet
25419,24,3641,6,2025-11-11,Tablet
25420,16,4963,6,2025-01-20,Desktop
25421,53,126,3,2026-05-06,Tablet
25422,7,5737,5,2026-05-19,Tablet
25423,36,3184,5,2025-04-21,Tablet
25424,21,5740,3,2026-01-20,Mobile
25425,26,4599,3,2025-10-31,Mobile
25426,8,914,2,2025-08-16,Tablet
25427,31,986,4,2025-01-24,Desktop
25428,45,2140,4,2026-05-27,Tablet
25429,42,1602,2,2024-12-02,Mobile
25430,17,2663,2,2024-12-20,Desktop
25431,20,3612,6,2025-04-15,Mobile
25432,39,2646,6,2024-12-21,Tablet
25433,32,329,3,2024-09-13,Desktop
25434,32,5863,3,2024-10-26,Desktop
25435,48,2581,2,2026-02-06,Desktop
25436,57,5122,2,2024-10-06,Mobile
25437,17,425,2,2024-12-26,Mobile
25438,13,4880,4,2024-09-12,Desktop
25439,54,1038,1,2025-09-18,Tablet
25440,26,4080,3,2025-11-05,Desktop
25441,6,3963,5,2025-02-27,Mobile
25442,55,5501,3,2025-07-17,Desktop
25443,49,1935,5,2025-09-05,Desktop
25444,2,635,1,2024-11-14,Mobile
25445,8,5214,2,2025-07-27,Mobile
25446,18,2002,4,2025-04-28,Tablet
25447,15,1413,6,2026-05-23,Mobile
25448,16,2928,6,2025-01-21,Tablet
25449,28,869,6,2025-04-16,Desktop
25450,11,1792,3,2024-09-10,Desktop
25451,16,2321,6,2025-03-02,Tablet
25452,16,1678,6,2025-01-16,Desktop
25453,9,2726,2,2024-09-09,Mobile
25454,13,2316,4,2024-08-29,Mobile
25455,59,4665,5,2026-04-21,Tablet
25456,8,5549,2,2025-08-10,Desktop
25457,45,589,4,2026-05-28,Desktop
25458,13,4956,4,2024-09-14,Mobile
25459,44,5616,1,2024-12-07,Mobile
25460,5,4124,1,2024-10-29,Mobile
25461,11,5981,3,2024-09-28,Tablet
25462,49,2027,5,2025-09-28,Tablet
25463,7,4998,5,2026-05-29,Mobile
25464,4,4038,1,2025-01-20,Desktop
25465,13,1951,4,2024-09-06,Tablet
25466,53,4236,3,2026-05-11,Desktop
25467,48,3059,2,2026-02-05,Tablet
25468,21,1126,3,2026-01-13,Mobile
25469,9,1041,2,2024-08-27,Tablet
25470,6,4284,5,2025-03-08,Mobile
25471,17,4276,2,2024-12-14,Desktop
25472,16,3181,6,2025-02-28,Desktop
25473,37,3015,5,2025-01-20,Desktop
25474,34,1078,3,2025-06-13,Desktop
25475,32,2607,3,2024-09-22,Tablet
25476,32,5261,3,2024-09-16,Desktop
25477,8,5145,2,2025-07-22,Desktop
25478,15,3960,6,2026-04-20,Desktop
25479,55,5988,3,2025-07-25,Tablet
25480,44,5405,1,2025-01-13,Mobile
25481,46,864,4,2025-01-18,Mobile
25482,23,2404,1,2026-01-14,Mobile
25483,58,782,1,2025-05-29,Tablet
25484,15,2815,6,2026-04-26,Desktop
25485,16,4677,6,2025-01-18,Mobile
25486,21,934,3,2026-01-20,Desktop
25487,36,5324,5,2025-03-16,Mobile
25488,10,3406,1,2025-12-08,Desktop
25489,47,4505,3,2024-10-23,Mobile
25490,8,264,2,2025-08-08,Desktop
25491,52,544,1,2025-02-26,Tablet
25492,41,3715,3,2026-02-04,Tablet
25493,23,5045,1,2026-01-13,Desktop
25494,26,5278,3,2025-10-28,Desktop
25495,5,4135,1,2024-10-28,Tablet
25496,32,1199,3,2024-10-26,Desktop
25497,47,1159,3,2024-10-25,Tablet
25498,60,5326,5,2025-04-17,Desktop
25499,2,665,1,2024-11-17,Desktop
25500,49,4121,5,2025-10-01,Mobile
25501,38,3197,2,2025-11-09,Tablet
25502,7,2560,5,2026-05-31,Mobile
25503,51,2670,6,2025-10-04,Tablet
25504,20,5698,6,2025-05-27,Mobile
25505,60,5195,5,2025-04-10,Mobile
25506,52,5219,1,2025-04-05,Desktop
25507,30,2456,6,2024-11-22,Tablet
25508,19,626,4,2025-05-06,Desktop
25509,32,5989,3,2024-10-09,Desktop
25510,2,865,1,2024-11-21,Mobile
25511,59,3094,5,2026-04-30,Mobile
25512,44,1606,1,2024-12-13,Mobile
25513,20,3067,6,2025-05-06,Mobile
25514,41,1836,3,2026-01-28,Desktop
25515,33,5427,3,2026-03-13,Tablet
25516,25,5827,3,2024-12-02,Desktop
25517,22,2480,5,2024-10-05,Tablet
25518,18,403,4,2025-04-30,Tablet
25519,49,3971,5,2025-09-23,Desktop
25520,37,2267,5,2025-01-22,Desktop
25521,7,5921,5,2026-06-04,Tablet
25522,45,522,4,2026-05-29,Desktop
25523,25,701,3,2024-12-22,Tablet
25524,22,4205,5,2024-10-11,Tablet
25525,58,4566,1,2025-05-17,Desktop
25526,17,2847,2,2024-12-12,Desktop
25527,12,1678,1,2024-08-04,Desktop
25528,4,1867,1,2024-12-06,Mobile
25529,22,2048,5,2024-10-13,Mobile
25530,56,1366,5,2024-12-11,Desktop
25531,23,5119,1,2026-01-04,Tablet
25532,44,381,1,2025-01-02,Tablet
25533,3,2462,4,2025-12-16,Tablet
25534,40,4499,5,2026-02-27,Desktop
25535,23,26,1,2025-12-30,Mobile
25536,17,5304,2,2024-12-21,Desktop
25537,54,4249,1,2025-09-18,Mobile
25538,18,422,4,2025-04-24,Tablet
25539,4,5416,1,2025-01-16,Tablet
25540,1,2932,6,2025-04-19,Desktop
25541,58,3907,1,2025-05-28,Desktop
25542,35,5333,6,2025-05-26,Desktop
25543,11,5325,3,2024-08-24,Tablet
25544,60,2471,5,2025-04-08,Desktop
25545,41,1441,3,2026-02-17,Desktop
25546,2,1557,1,2024-11-15,Mobile
25547,34,4610,3,2025-06-17,Tablet
25548,48,5604,2,2026-01-30,Mobile
25549,60,417,5,2025-04-19,Desktop
25550,28,100,6,2025-05-10,Tablet
25551,60,4954,5,2025-04-22,Desktop
25552,48,2331,2,2026-01-31,Desktop
25553,19,1674,4,2025-05-26,Mobile
25554,28,1123,6,2025-04-14,Tablet
25555,32,2096,3,2024-11-05,Tablet
25556,3,5838,4,2025-12-10,Desktop
25557,54,5871,1,2025-09-10,Tablet
25558,13,2002,4,2024-09-11,Mobile
25559,39,5802,6,2024-12-17,Mobile
25560,5,1807,1,2024-11-04,Mobile
25561,1,5143,6,2025-05-06,Mobile
25562,60,1276,5,2025-04-07,Mobile
