click_id,impression_id,campaign_id,customer_id,channel_id,click_date,device_type
2137,30576,7,2021,5,2026-05-31,Desktop
2138,30627,31,728,4,2025-01-28,Desktop
2139,30629,49,446,5,2025-10-14,Mobile
2140,30663,50,937,1,2025-03-18,Mobile
2141,30667,10,2935,1,2026-01-08,Tablet
2142,30695,10,5958,1,2025-12-31,Mobile
2143,30698,14,3289,2,2024-11-25,Tablet
2144,30777,28,1017,6,2025-05-12,Tablet
2145,30782,9,2432,2,2024-09-04,Desktop
2146,30792,52,2342,1,2025-02-21,Tablet
2147,30808,12,2718,1,2024-08-03,Mobile
2148,30811,14,3184,2,2024-11-23,Desktop
2149,30829,6,4305,5,2025-03-08,Desktop
2150,30833,15,4814,6,2026-05-16,Tablet
2151,30855,23,2383,1,2026-01-05,Tablet
2152,30869,21,215,3,2026-01-08,Desktop
2153,30871,39,975,6,2024-12-03,Tablet
2154,30881,3,973,4,2025-12-14,Tablet
2155,30899,7,958,5,2026-05-17,Tablet
2156,30920,33,4801,3,2026-03-20,Mobile
2157,30923,54,4580,1,2025-09-22,Desktop
2158,30937,53,3793,3,2026-05-10,Desktop
2159,30942,43,5360,2,2026-01-22,Desktop
2160,30951,21,2206,3,2026-01-12,Tablet
2161,30966,13,2581,4,2024-09-01,Mobile
2162,30967,50,3039,1,2025-04-05,Desktop
2163,30994,53,4366,3,2026-05-16,Mobile
2164,30998,34,5477,3,2025-06-20,Mobile
2165,31007,20,3288,6,2025-05-16,Mobile
2166,31015,39,978,6,2024-12-16,Mobile
2167,31056,60,4793,5,2025-04-27,Tablet
2168,31060,8,3002,2,2025-08-10,Mobile
2169,31064,25,5933,3,2025-01-01,Tablet
2170,31089,18,3552,4,2025-03-26,Mobile
2171,31092,54,1554,1,2025-09-19,Tablet
2172,31094,56,435,5,2024-12-25,Mobile
2173,31105,45,4371,4,2026-05-26,Desktop
2174,31108,34,2213,3,2025-06-28,Desktop
2175,31119,8,3329,2,2025-08-13,Mobile
2176,31121,60,5137,5,2025-04-17,Mobile
2177,31155,41,3910,3,2026-01-31,Desktop
2178,31164,44,4563,1,2024-12-01,Desktop
2179,31166,60,1343,5,2025-04-20,Tablet
2180,31173,34,2330,3,2025-06-11,Desktop
2181,31193,24,1501,6,2025-10-07,Mobile
2182,31206,49,915,5,2025-09-13,Mobile
2183,31207,55,4532,3,2025-07-31,Mobile
2184,31216,41,2470,3,2026-02-08,Tablet
2185,31238,9,6,2,2024-08-30,Mobile
2186,31283,30,1953,6,2024-11-16,Mobile
2187,31290,19,3795,4,2025-04-24,Tablet
2188,31293,21,370,3,2026-01-16,Mobile
2189,31312,43,3785,2,2026-01-15,Desktop
2190,31316,47,4754,3,2024-10-24,Desktop
2191,31328,17,3660,2,2024-12-25,Mobile
2192,31330,39,529,6,2024-12-05,Desktop
2193,31338,43,2860,2,2026-01-21,Mobile
2194,31368,27,5255,2,2024-11-02,Desktop
2195,31375,36,2608,5,2025-04-18,Tablet
2196,31382,29,733,1,2025-04-12,Tablet
2197,31386,31,2977,4,2025-01-30,Mobile
2198,31401,10,4149,1,2026-01-05,Mobile
2199,31411,44,3200,1,2025-01-06,Tablet
2200,31414,57,4995,2,2024-11-15,Tablet
2201,31436,53,1554,3,2026-05-23,Desktop
2202,31438,50,1668,1,2025-03-23,Desktop
2203,31461,50,5435,1,2025-04-21,Tablet
2204,31469,44,1396,1,2024-12-01,Mobile
2205,31472,48,4491,2,2026-01-25,Desktop
2206,31477,9,1746,2,2024-09-02,Tablet
2207,31486,45,1554,4,2026-04-03,Desktop
2208,31531,19,4772,4,2025-04-13,Desktop
2209,31544,53,2603,3,2026-05-15,Mobile
2210,31550,18,5500,4,2025-04-24,Mobile
2211,31600,6,4387,5,2025-02-06,Mobile
2212,31606,53,2253,3,2026-05-10,Tablet
2213,31611,55,1326,3,2025-07-25,Mobile
2214,31613,30,3672,6,2024-11-25,Tablet
2215,31621,9,4179,2,2024-09-12,Tablet
2216,31627,59,4443,5,2026-05-06,Mobile
2217,31653,30,5495,6,2024-11-13,Mobile
2218,31675,42,4075,2,2024-12-30,Desktop
2219,31677,41,2362,3,2026-02-21,Tablet
2220,31730,55,4730,3,2025-08-15,Mobile
2221,31747,30,328,6,2024-11-17,Tablet
2222,31774,32,5837,3,2024-10-29,Desktop
2223,31817,29,797,1,2025-05-30,Mobile
2224,31823,24,4692,6,2025-10-21,Mobile
2225,31849,54,1240,1,2025-09-11,Mobile
2226,31861,41,1093,3,2026-01-27,Mobile
2227,31886,32,1192,3,2024-10-25,Desktop
2228,31892,19,2181,4,2025-04-17,Tablet
2229,31908,17,2830,2,2025-01-03,Mobile
2230,31934,18,3672,4,2025-05-16,Tablet
2231,31936,37,1088,5,2025-01-27,Tablet
2232,31938,27,1567,2,2024-10-28,Tablet
2233,31946,59,3998,5,2026-04-28,Mobile
2234,31952,14,4167,2,2024-12-04,Desktop
2235,31955,15,3125,6,2026-05-04,Tablet
2236,31987,51,2148,6,2025-09-10,Tablet
2237,31990,29,1040,1,2025-04-17,Desktop
2238,31998,48,95,2,2026-02-03,Tablet
2239,32015,26,1312,3,2025-10-23,Desktop
2240,32049,59,3022,5,2026-05-07,Mobile
2241,32052,32,2367,3,2024-09-15,Tablet
2242,32109,58,2419,1,2025-05-30,Mobile
2243,32123,50,2907,1,2025-03-21,Mobile
2244,32136,48,2419,2,2026-02-06,Tablet
2245,32146,29,3766,1,2025-06-02,Desktop
2246,32162,28,1116,6,2025-04-19,Desktop
2247,32188,11,163,3,2024-08-26,Tablet
2248,32196,55,2205,3,2025-07-12,Mobile
2249,32206,27,5355,2,2024-10-25,Desktop
2250,32216,52,3100,1,2025-03-15,Desktop
2251,32229,39,4476,6,2024-12-13,Mobile
2252,32255,36,5922,5,2025-04-04,Desktop
2253,32290,20,3517,6,2025-04-21,Mobile
2254,32297,31,2405,4,2025-01-19,Desktop
2255,32323,19,4812,4,2025-05-02,Tablet
2256,32350,50,2966,1,2025-03-31,Desktop
2257,32352,44,1797,1,2025-01-12,Mobile
2258,32357,4,4152,1,2024-12-12,Mobile
2259,32359,29,5009,1,2025-05-08,Mobile
2260,32371,13,1046,4,2024-09-17,Desktop
2261,32372,8,5886,2,2025-07-28,Tablet
2262,32428,13,4038,4,2024-09-06,Tablet
2263,32431,59,2447,5,2026-04-28,Tablet
2264,32491,9,4222,2,2024-09-03,Desktop
2265,32496,56,1423,5,2024-12-19,Tablet
2266,32509,60,1324,5,2025-04-19,Desktop
2267,32519,43,5221,2,2026-01-29,Tablet
2268,32535,50,5590,1,2025-04-05,Mobile
2269,32545,44,280,1,2025-01-05,Mobile
2270,32551,58,3138,1,2025-05-23,Mobile
2271,32561,55,3957,3,2025-08-09,Mobile
2272,32568,21,1633,3,2026-01-22,Desktop
2273,32592,19,2599,4,2025-04-10,Tablet
2274,32601,44,4085,1,2025-01-13,Mobile
2275,32611,15,2742,6,2026-05-26,Mobile
2276,32637,58,5764,1,2025-05-04,Tablet
2277,32685,9,928,2,2024-09-14,Tablet
2278,32695,14,3581,2,2024-12-04,Desktop
2279,32703,16,1509,6,2025-02-11,Tablet
2280,32727,7,3553,5,2026-05-29,Tablet
2281,32728,47,3395,3,2024-10-15,Desktop
2282,32747,32,4528,3,2024-09-22,Tablet
2283,32780,44,4810,1,2024-12-04,Desktop
2284,32782,15,2726,6,2026-04-24,Tablet
2285,32791,6,238,5,2025-03-04,Mobile
2286,32792,52,4338,1,2025-03-12,Tablet
2287,32816,3,3636,4,2025-12-11,Desktop
2288,32831,60,2778,5,2025-04-16,Desktop
2289,32857,49,3651,5,2025-10-10,Mobile
2290,32878,23,5488,1,2026-01-16,Desktop
2291,32882,52,1491,1,2025-03-22,Mobile
2292,32898,9,3885,2,2024-09-04,Tablet
2293,32911,57,237,2,2024-10-28,Mobile
2294,32922,42,1285,2,2025-01-11,Mobile
2295,32929,38,4100,2,2025-11-16,Mobile
2296,32959,8,1250,2,2025-07-29,Desktop
2297,32960,50,5439,1,2025-03-12,Desktop
2298,32964,5,4592,1,2024-11-07,Desktop
2299,32970,56,3163,5,2024-12-22,Mobile
2300,33011,49,2805,5,2025-09-14,Tablet
2301,33015,52,3883,1,2025-04-05,Tablet
2302,33020,26,3409,3,2025-10-29,Tablet
2303,33041,11,5967,3,2024-09-05,Desktop
2304,33047,48,5431,2,2026-02-03,Mobile
2305,33055,46,4876,4,2025-02-06,Mobile
2306,33059,45,2904,4,2026-05-06,Desktop
2307,33073,3,5641,4,2025-12-14,Tablet
2308,33077,3,4434,4,2025-12-09,Desktop
2309,33095,17,698,2,2024-12-14,Mobile
2310,33096,27,809,2,2024-10-30,Desktop
2311,33101,6,1052,5,2025-01-17,Desktop
2312,33121,25,2677,3,2024-12-18,Tablet
2313,33137,4,126,1,2025-01-11,Desktop
2314,33141,12,5589,1,2024-08-01,Desktop
2315,33153,42,3944,2,2025-01-12,Mobile
2316,33164,40,5061,5,2026-02-22,Mobile
2317,33170,40,1189,5,2026-03-04,Desktop
2318,33203,47,4056,3,2024-10-15,Tablet
2319,33207,3,2089,4,2025-12-08,Mobile
2320,33216,54,2286,1,2025-09-11,Tablet
2321,33220,4,3050,1,2025-01-05,Desktop
2322,33255,40,792,5,2026-02-27,Tablet
2323,33271,6,2806,5,2025-01-25,Mobile
2324,33278,6,4997,5,2025-02-01,Tablet
2325,33314,60,4085,5,2025-04-11,Tablet
2326,33342,49,375,5,2025-09-25,Desktop
2327,33377,18,1646,4,2025-04-21,Desktop
2328,33379,60,926,5,2025-04-17,Tablet
2329,33382,48,5277,2,2026-02-08,Tablet
2330,33408,11,3000,3,2024-09-16,Desktop
2331,33410,36,280,5,2025-04-24,Tablet
2332,33445,28,466,6,2025-04-26,Tablet
2333,33448,13,5613,4,2024-09-13,Mobile
2334,33454,13,4264,4,2024-09-11,Mobile
2335,33461,60,3727,5,2025-04-26,Mobile
2336,33512,13,3200,4,2024-08-30,Desktop
2337,33526,51,1313,6,2025-10-06,Desktop
2338,33554,6,1229,5,2025-01-19,Tablet
2339,33555,4,4846,1,2024-12-28,Mobile
2340,33564,15,4381,6,2026-05-19,Desktop
2341,33578,3,5895,4,2025-12-09,Desktop
2342,33601,47,5008,3,2024-11-07,Mobile
2343,33602,51,1571,6,2025-10-08,Desktop
2344,33616,35,3580,6,2025-06-05,Mobile
2345,33623,14,2751,2,2024-12-01,Mobile
2346,33650,26,1581,3,2025-10-31,Mobile
2347,33656,47,1160,3,2024-10-14,Desktop
2348,33674,53,5581,3,2026-05-09,Desktop
2349,33678,31,5805,4,2025-01-22,Mobile
2350,33692,60,5134,5,2025-04-23,Mobile
2351,33693,54,5846,1,2025-09-16,Tablet
2352,33696,27,3169,2,2024-10-22,Tablet
2353,33724,31,1295,4,2025-01-27,Tablet
2354,33725,19,2586,4,2025-05-28,Desktop
2355,33736,34,1458,3,2025-06-29,Desktop
2356,33744,13,71,4,2024-09-07,Desktop
2357,33766,39,3879,6,2024-11-27,Mobile
2358,33881,22,238,5,2024-10-06,Desktop
2359,33895,52,2700,1,2025-02-25,Mobile
2360,33897,48,4836,2,2026-01-26,Desktop
2361,33900,46,5727,4,2025-01-31,Mobile
2362,33933,5,382,1,2024-10-29,Desktop
2363,33958,60,3999,5,2025-04-09,Tablet
2364,33999,10,2662,1,2026-01-13,Mobile
2365,34009,5,5252,1,2024-11-10,Mobile
2366,34017,39,5990,6,2024-12-14,Mobile
2367,34027,3,3340,4,2025-12-14,Tablet
2368,34032,29,3840,1,2025-05-29,Desktop
2369,34041,48,754,2,2026-02-13,Tablet
2370,34051,26,3990,3,2025-10-28,Mobile
2371,34053,4,3180,1,2024-12-07,Desktop
2372,34059,17,4442,2,2024-12-04,Tablet
2373,34077,8,2558,2,2025-08-08,Mobile
2374,34084,49,183,5,2025-09-19,Mobile
2375,34106,45,332,4,2026-05-09,Desktop
2376,34125,2,2411,1,2024-10-31,Desktop
2377,34140,19,4876,4,2025-05-12,Tablet
2378,34152,39,798,6,2024-12-20,Desktop
2379,34155,44,57,1,2024-12-03,Desktop
2380,34168,6,1554,5,2025-01-30,Mobile
2381,34169,3,2073,4,2025-12-10,Tablet
2382,34199,24,3379,6,2025-11-16,Desktop
2383,34207,1,1349,6,2025-03-27,Tablet
2384,34257,16,3669,6,2025-01-19,Desktop
2385,34269,21,2375,3,2026-01-20,Mobile
2386,34282,12,3292,1,2024-07-26,Tablet
2387,34290,40,4561,5,2026-03-14,Mobile
2388,34307,48,5715,2,2026-01-27,Mobile
2389,34328,32,5674,3,2024-10-14,Tablet
2390,34349,42,1064,2,2024-12-19,Mobile
2391,34353,17,1934,2,2024-12-25,Mobile
2392,34363,13,1152,4,2024-09-09,Tablet
2393,34376,2,3617,1,2024-11-09,Mobile
2394,34413,5,4121,1,2024-10-20,Desktop
2395,34421,20,2752,6,2025-05-19,Mobile
2396,34426,39,5216,6,2024-12-18,Tablet
2397,34444,17,257,2,2025-01-04,Desktop
2398,34449,15,541,6,2026-05-31,Mobile
2399,34458,59,3516,5,2026-05-08,Mobile
2400,34479,24,4698,6,2025-11-13,Desktop
2401,34483,5,4632,1,2024-10-27,Desktop
2402,34490,33,1099,3,2026-02-16,Tablet
2403,34502,53,2182,3,2026-05-14,Mobile
2404,34508,4,4312,1,2024-12-07,Tablet
2405,34512,6,3032,5,2025-02-13,Tablet
2406,34515,25,2945,3,2024-12-24,Tablet
2407,34520,36,1015,5,2025-03-16,Tablet
2408,34525,4,4515,1,2024-12-17,Desktop
2409,34549,2,3046,1,2024-11-22,Mobile
2410,34562,35,4155,6,2025-05-27,Mobile
2411,34576,40,3395,5,2026-02-26,Desktop
2412,34624,11,619,3,2024-08-28,Tablet
2413,34636,14,4247,2,2024-11-18,Tablet
2414,34674,2,1044,1,2024-11-13,Tablet
2415,34728,41,1743,3,2026-01-29,Mobile
2416,34731,46,3915,4,2024-12-26,Tablet
2417,34734,48,5875,2,2026-02-07,Mobile
2418,34744,40,5484,5,2026-03-03,Desktop
2419,34749,58,5835,1,2025-05-22,Tablet
2420,34767,47,4841,3,2024-10-20,Desktop
2421,34770,19,3738,4,2025-05-17,Mobile
2422,34803,33,570,3,2026-01-26,Tablet
2423,34804,29,2643,1,2025-05-20,Mobile
2424,34807,19,4663,4,2025-05-27,Tablet
2425,34812,18,263,4,2025-03-21,Tablet
2426,34851,47,4194,3,2024-10-05,Tablet
2427,34870,38,1544,2,2025-11-10,Desktop
2428,34877,19,2082,4,2025-04-18,Desktop
2429,34892,14,4666,2,2024-11-26,Desktop
2430,34900,43,2833,2,2026-01-16,Tablet
2431,34916,23,3274,1,2026-01-16,Tablet
2432,34921,33,1847,3,2026-02-20,Mobile
2433,34930,9,4486,2,2024-09-04,Desktop
2434,34936,22,1167,5,2024-10-17,Desktop
2435,34938,13,5037,4,2024-09-10,Tablet
2436,34974,59,4774,5,2026-04-22,Mobile
2437,34985,37,5533,5,2025-01-16,Tablet
2438,35041,11,2089,3,2024-08-22,Desktop
2439,35049,28,4047,6,2025-05-12,Mobile
2440,35058,25,3442,3,2024-11-29,Tablet
2441,35061,40,397,5,2026-02-23,Desktop
2442,35080,53,3407,3,2026-05-18,Tablet
2443,35084,58,4423,1,2025-06-02,Mobile
2444,35108,30,4442,6,2024-12-04,Desktop
2445,35116,53,3787,3,2026-05-14,Desktop
2446,35151,47,1359,3,2024-10-08,Mobile
2447,35160,7,4371,5,2026-05-30,Tablet
2448,35176,51,2974,6,2025-09-30,Desktop
2449,35198,54,4755,1,2025-09-25,Desktop
2450,35201,45,3559,4,2026-05-20,Desktop
2451,35206,59,5854,5,2026-05-11,Tablet
2452,35208,22,1836,5,2024-10-31,Tablet
2453,35211,41,2844,3,2026-02-17,Tablet
2454,35244,43,3722,2,2026-01-25,Tablet
2455,35257,9,2216,2,2024-09-08,Desktop
2456,35269,49,4735,5,2025-09-22,Desktop
2457,35281,28,3002,6,2025-05-08,Tablet
2458,35294,43,3433,2,2026-01-22,Mobile
2459,35297,51,392,6,2025-09-29,Desktop
2460,35299,46,4618,4,2024-12-31,Mobile
2461,35307,42,3638,2,2025-01-04,Desktop
2462,35312,57,617,2,2024-11-09,Desktop
2463,35328,18,3023,4,2025-04-10,Tablet
2464,35337,9,3168,2,2024-09-16,Tablet
2465,35342,16,5648,6,2025-01-14,Tablet
2466,35361,31,1535,4,2025-01-17,Tablet
2467,35367,52,5593,1,2025-03-06,Desktop
2468,35372,60,3683,5,2025-04-23,Tablet
2469,35381,14,2507,2,2024-12-12,Tablet
2470,35423,5,5535,1,2024-11-02,Mobile
2471,35434,54,814,1,2025-09-18,Desktop
2472,35438,31,5629,4,2025-01-28,Mobile
2473,35464,42,49,2,2024-12-17,Tablet
2474,35474,13,4196,4,2024-09-03,Desktop
2475,35495,28,4839,6,2025-04-15,Desktop
2476,35505,24,4531,6,2025-10-26,Desktop
2477,35512,48,4183,2,2026-01-26,Desktop
2478,35561,32,2625,3,2024-11-07,Mobile
2479,35579,19,4430,4,2025-04-30,Tablet
2480,35631,10,4064,1,2026-01-14,Desktop
2481,35633,5,1126,1,2024-10-28,Mobile
2482,35645,58,4780,1,2025-05-28,Tablet
2483,35650,59,1592,5,2026-04-19,Mobile
2484,35655,38,4471,2,2025-11-17,Desktop
2485,35672,52,1610,1,2025-04-04,Tablet
2486,35674,46,1646,4,2025-02-01,Mobile
2487,35682,53,4802,3,2026-05-18,Tablet
2488,35707,60,3057,5,2025-04-19,Tablet
2489,35720,38,2810,2,2025-11-22,Desktop
2490,35755,16,62,6,2025-01-15,Tablet
2491,35765,13,1916,4,2024-09-11,Mobile
2492,35775,31,1027,4,2025-01-28,Mobile
2493,35794,37,2256,5,2025-01-08,Mobile
2494,35805,6,3951,5,2025-02-16,Mobile
2495,35809,15,1960,6,2026-04-16,Mobile
2496,35859,9,5792,2,2024-09-15,Tablet
2497,35882,31,4923,4,2025-01-21,Desktop
2498,35895,46,1376,4,2025-01-21,Mobile
2499,35896,7,605,5,2026-05-19,Mobile
2500,35903,21,840,3,2026-01-11,Desktop
2501,35905,14,3090,2,2024-11-29,Tablet
2502,35953,42,4782,2,2024-12-23,Mobile
2503,35972,1,1330,6,2025-04-16,Desktop
2504,35980,30,2711,6,2024-11-29,Desktop
2505,35989,23,3472,1,2026-01-17,Desktop
2506,36015,29,2589,1,2025-05-15,Mobile
2507,36018,42,2050,2,2025-01-13,Mobile
2508,36024,33,1014,3,2026-03-10,Desktop
2509,36026,7,73,5,2026-05-29,Mobile
2510,36059,49,1116,5,2025-10-14,Mobile
2511,36063,24,4281,6,2025-10-20,Tablet
2512,36068,51,5425,6,2025-09-03,Mobile
2513,36069,23,5521,1,2026-01-08,Tablet
2514,36075,51,4740,6,2025-09-28,Mobile
2515,36082,37,4064,5,2025-01-03,Mobile
2516,36094,15,4705,6,2026-05-22,Tablet
2517,36111,15,3013,6,2026-04-26,Desktop
2518,36117,51,5799,6,2025-09-28,Mobile
2519,36149,54,1349,1,2025-09-22,Mobile
2520,36162,45,5998,4,2026-05-30,Desktop
2521,36166,56,4708,5,2024-12-15,Tablet
2522,36195,30,2584,6,2024-11-15,Desktop
2523,36207,44,4768,1,2025-01-03,Mobile
2524,36239,41,2013,3,2026-01-28,Mobile
2525,36245,9,689,2,2024-09-15,Tablet
2526,36301,34,3140,3,2025-06-12,Tablet
2527,36336,3,2449,4,2025-12-15,Desktop
2528,36341,16,1635,6,2025-02-05,Mobile
2529,36345,24,3711,6,2025-10-18,Desktop
2530,36372,48,5512,2,2026-01-29,Desktop
2531,36395,7,5973,5,2026-05-17,Desktop
2532,36396,12,4635,1,2024-07-30,Mobile
2533,36400,37,5800,5,2025-01-20,Mobile
2534,36422,10,1898,1,2025-12-13,Mobile
2535,36424,40,2651,5,2026-02-27,Desktop
2536,36425,9,2722,2,2024-08-28,Desktop
2537,36441,26,4763,3,2025-10-31,Desktop
2538,36453,1,3980,6,2025-04-16,Desktop
2539,36467,12,3780,1,2024-08-02,Mobile
2540,36488,12,574,1,2024-08-03,Tablet
2541,36504,1,5634,6,2025-05-05,Mobile
2542,36512,37,1125,5,2025-01-26,Desktop
2543,36540,43,271,2,2026-01-21,Desktop
2544,36571,16,16,6,2025-01-26,Mobile
2545,36573,52,3759,1,2025-03-18,Tablet
2546,36589,12,274,1,2024-07-26,Desktop
2547,36590,15,1581,6,2026-05-07,Tablet
2548,36600,33,1355,3,2026-02-17,Desktop
2549,36616,29,979,1,2025-05-13,Desktop
2550,36621,52,421,1,2025-03-29,Tablet
2551,36644,6,3139,5,2025-02-09,Mobile
2552,36666,51,3772,6,2025-09-15,Mobile
2553,36670,33,3355,3,2026-03-10,Desktop
2554,36674,15,4266,6,2026-04-30,Mobile
2555,36705,55,1351,3,2025-07-25,Tablet
2556,36716,19,4883,4,2025-04-29,Mobile
2557,36717,54,2326,1,2025-09-21,Mobile
2558,36746,24,893,6,2025-10-25,Mobile
2559,36770,59,1557,5,2026-05-05,Desktop
2560,36775,37,4594,5,2025-01-19,Desktop
2561,36804,29,3734,1,2025-05-26,Mobile
2562,36841,44,2704,1,2025-01-05,Mobile
2563,36849,5,1800,1,2024-10-28,Tablet
2564,36872,29,405,1,2025-04-27,Mobile
2565,36893,50,894,1,2025-04-07,Desktop
2566,36922,13,2196,4,2024-09-07,Mobile
2567,36945,21,3507,3,2026-01-09,Tablet
2568,36948,20,4296,6,2025-05-28,Desktop
2569,36957,56,2623,5,2024-12-18,Mobile
2570,36974,14,1984,2,2024-11-23,Tablet
2571,36980,16,154,6,2025-01-13,Desktop
2572,36987,51,972,6,2025-08-29,Tablet
2573,36992,31,4288,4,2025-01-29,Tablet
2574,36993,4,1554,1,2024-12-13,Mobile
2575,37005,40,5293,5,2026-03-13,Mobile
2576,37008,37,1544,5,2025-01-22,Desktop
2577,37019,10,5441,1,2025-12-22,Desktop
2578,37040,40,860,5,2026-02-23,Desktop
2579,37062,15,2055,6,2026-04-22,Mobile
2580,37064,30,3517,6,2024-11-20,Tablet
2581,37082,17,5814,2,2024-12-20,Mobile
2582,37114,53,5168,3,2026-05-16,Tablet
2583,37118,5,816,1,2024-11-02,Desktop
2584,37122,25,3969,3,2024-12-01,Tablet
2585,37123,58,3554,1,2025-05-24,Tablet
2586,37124,50,481,1,2025-03-08,Mobile
2587,37131,25,31,3,2024-11-20,Desktop
2588,37138,8,869,2,2025-07-23,Mobile
2589,37159,14,338,2,2024-12-04,Tablet
2590,37162,27,4507,2,2024-10-24,Tablet
2591,37174,13,1684,4,2024-09-12,Tablet
2592,37188,54,5034,1,2025-09-18,Desktop
2593,37197,11,2685,3,2024-09-06,Mobile
2594,37210,56,5607,5,2024-12-22,Mobile
2595,37241,4,4346,1,2024-12-28,Mobile
2596,37249,31,4712,4,2025-01-27,Mobile
2597,37297,10,5754,1,2025-12-24,Mobile
2598,37298,59,3664,5,2026-05-01,Mobile
2599,37308,35,4414,6,2025-05-25,Tablet
2600,37315,17,4234,2,2024-12-03,Desktop
2601,37346,44,1568,1,2024-12-27,Mobile
2602,37351,20,5985,6,2025-05-07,Mobile
2603,37359,33,2677,3,2026-02-04,Mobile
2604,37370,23,4389,1,2025-12-30,Tablet
2605,37398,9,2373,2,2024-09-12,Mobile
2606,37416,38,1713,2,2025-11-21,Tablet
2607,37429,14,998,2,2024-11-22,Tablet
2608,37433,46,688,4,2025-02-03,Tablet
2609,37440,17,2771,2,2025-01-01,Mobile
2610,37455,49,4765,5,2025-10-16,Tablet
2611,37459,27,2590,2,2024-10-23,Tablet
2612,37465,51,4585,6,2025-09-02,Tablet
2613,37474,12,2303,1,2024-07-29,Desktop
2614,37477,53,2435,3,2026-05-15,Desktop
2615,37483,40,3417,5,2026-02-24,Desktop
2616,37489,7,2931,5,2026-05-28,Desktop
2617,37494,14,3103,2,2024-11-20,Mobile
2618,37501,46,3964,4,2025-01-29,Mobile
2619,37511,4,5172,1,2024-12-27,Tablet
2620,37531,33,5957,3,2026-01-28,Tablet
2621,37539,16,4111,6,2025-01-26,Tablet
2622,37561,28,4223,6,2025-04-17,Mobile
2623,37575,26,4736,3,2025-10-28,Tablet
2624,37582,47,3346,3,2024-10-22,Mobile
2625,37585,33,2138,3,2026-03-09,Mobile
2626,37604,36,5769,5,2025-05-08,Tablet
2627,37614,17,3371,2,2024-12-13,Mobile
2628,37651,42,1610,2,2024-12-22,Mobile
2629,37662,10,880,1,2026-01-21,Tablet
2630,37670,30,5085,6,2024-11-17,Desktop
2631,37689,8,1928,2,2025-08-09,Desktop
2632,37699,13,5731,4,2024-09-12,Tablet
2633,37722,5,2362,1,2024-10-30,Mobile
2634,37738,12,4641,1,2024-07-28,Desktop
2635,37753,16,2493,6,2025-01-21,Desktop
2636,37756,47,3854,3,2024-10-22,Tablet
2637,37765,5,3065,1,2024-11-14,Desktop
2638,37767,6,5389,5,2025-03-03,Mobile
2639,37768,35,341,6,2025-05-20,Mobile
2640,37782,45,962,4,2026-04-28,Desktop
2641,37792,42,1757,2,2025-01-15,Tablet
2642,37794,22,4797,5,2024-10-27,Tablet
2643,37811,12,2464,1,2024-07-23,Desktop
2644,37828,54,1815,1,2025-09-22,Desktop
2645,37834,52,1869,1,2025-03-10,Desktop
2646,37837,56,5628,5,2024-12-19,Tablet
2647,37838,16,3891,6,2025-03-01,Mobile
2648,37840,12,359,1,2024-08-03,Mobile
2649,37842,28,114,6,2025-04-25,Tablet
2650,37851,15,2490,6,2026-05-18,Desktop
2651,37879,13,1523,4,2024-08-31,Mobile
2652,37884,41,4542,3,2026-01-30,Desktop
2653,37918,29,3908,1,2025-04-07,Mobile
2654,37925,21,4793,3,2026-01-15,Tablet
2655,37961,8,2235,2,2025-08-12,Mobile
2656,37970,26,826,3,2025-11-05,Tablet
2657,37979,32,2614,3,2024-10-29,Mobile
2658,37982,29,848,1,2025-04-26,Mobile
2659,37999,47,3679,3,2024-10-03,Desktop
2660,38000,30,3027,6,2024-11-28,Tablet
2661,38009,39,4064,6,2024-12-15,Mobile
2662,38026,60,3783,5,2025-04-26,Mobile
2663,38035,56,2464,5,2024-12-17,Mobile
2664,38036,47,2074,3,2024-10-16,Mobile
2665,38090,54,2301,1,2025-09-16,Desktop
2666,38109,4,1580,1,2025-01-22,Mobile
2667,38110,24,1280,6,2025-10-29,Desktop
2668,38114,19,4628,4,2025-05-05,Tablet
2669,38131,37,240,5,2025-01-11,Mobile
2670,38137,7,4887,5,2026-05-21,Mobile
2671,38143,2,2737,1,2024-11-22,Tablet
2672,38148,19,4483,4,2025-04-28,Mobile
2673,38162,49,324,5,2025-10-06,Tablet
2674,38163,54,1483,1,2025-09-22,Mobile
2675,38164,26,4103,3,2025-11-03,Desktop
2676,38172,18,514,4,2025-05-01,Tablet
2677,38205,25,3994,3,2024-11-22,Desktop
2678,38213,32,1646,3,2024-10-19,Mobile
2679,38300,9,498,2,2024-08-31,Desktop
2680,38337,44,2230,1,2024-12-11,Tablet
2681,38345,16,2449,6,2025-02-15,Tablet
2682,38363,50,5868,1,2025-03-15,Tablet
2683,38366,54,3974,1,2025-09-09,Mobile
2684,38393,30,2205,6,2024-11-22,Tablet
2685,38403,21,924,3,2026-01-11,Tablet
2686,38407,18,1042,4,2025-04-15,Desktop
2687,38412,42,4582,2,2024-12-15,Mobile
2688,38426,1,764,6,2025-04-22,Mobile
2689,38435,3,1025,4,2025-12-18,Mobile
2690,38454,41,4533,3,2026-02-03,Mobile
2691,38470,50,2068,1,2025-04-10,Tablet
2692,38474,53,4881,3,2026-05-19,Tablet
2693,38475,36,4319,5,2025-03-20,Desktop
2694,38499,5,2115,1,2024-10-23,Desktop
2695,38504,21,1014,3,2026-01-23,Mobile
2696,38522,45,1516,4,2026-06-01,Desktop
2697,38526,8,5553,2,2025-08-01,Mobile
2698,38531,55,1119,3,2025-08-02,Mobile
